time,Тсред,Тмин,Тмакс,Осадки всего,Направление ветра,Скорость ветра,Порывы ветра,Давление на уровне моря
2019-02-19,-7.0,-11.2,,,,,,
2019-02-20,-7.2,,-2.3,0.3,,,,
2019-02-21,-13.1,,-10.3,0.0,,,,
2019-02-22,-10.7,-17.4,-6.0,0.0,,,,
2019-02-23,-12.1,-15.1,,,,,,
2019-02-24,-11.5,,-7.5,0.3,,,,
2019-02-25,-16.6,-21.0,-14.0,0.0,,,,
2019-02-26,-12.0,-20.6,-7.9,3.0,,,,
2019-02-27,-12.6,,,1.0,,,,
2019-02-28,-14.6,,-8.1,0.3,,,,
2019-03-01,-14.1,-21.3,-7.9,0.3,,,,
2019-03-02,-12.4,-20.7,-8.1,0.0,,,,
2019-03-03,,,,,,,,
2019-03-04,-6.6,,-0.9,0.5,,,,
2019-03-05,-7.9,,-6.5,,,,,
2019-03-06,-4.1,-9.4,-1.7,1.3,,,,
2019-03-07,-2.2,,,,,,,
2019-03-08,-6.6,,-1.1,0.0,,,,
2019-03-09,-12.1,-19.1,-7.1,0.0,,,,
2019-03-10,-13.0,-18.7,-8.5,0.0,,,,
2019-03-11,-2.2,-12.8,,0.3,,,,
2019-03-12,-2.2,,1.6,0.0,,,,
2019-03-13,-3.8,-9.4,1.8,0.0,,,,
2019-03-14,-2.0,-6.3,,,,,,
2019-03-15,-1.2,,,,,,,
2019-03-16,-7.2,,-3.4,,,,,
2019-03-17,-8.5,-12.4,,,,,,
2019-03-18,-8.4,-14.6,-2.1,0.0,,,,
2019-03-19,-8.6,-15.1,-2.8,0.0,,,,
2019-03-20,-6.8,-14.4,-1.6,0.0,,,,
2019-03-21,-4.4,-9.8,0.3,0.0,,,,
2019-03-22,-4.2,-11.0,0.0,0.0,,,,
2019-03-23,-2.3,-5.7,3.0,0.3,,,,
2019-03-24,-2.6,-7.8,2.7,0.0,,,,
2019-03-25,-3.9,-8.7,1.3,0.0,,,,
2019-03-26,0.3,-6.3,4.2,0.0,,,,
2019-03-27,-1.4,,3.1,1.0,,,,
2019-03-28,-0.3,-7.3,3.7,0.0,,,,
2019-03-29,1.8,-0.3,2.6,5.1,,,,
2019-03-30,1.4,,2.4,0.5,,,,
2019-03-31,0.9,,2.5,3.0,,,,
2019-04-01,2.2,-1.5,6.4,0.0,,,,
2019-04-02,2.1,-1.0,8.1,0.0,,,,
2019-04-03,3.8,-0.3,7.1,0.0,,,,
2019-04-04,2.9,,5.4,2.0,,,,
2019-04-05,0.6,,1.6,8.9,,,,
2019-04-06,4.3,-2.4,10.7,2.0,,,,
2019-04-07,1.9,,6.7,0.0,,,,
2019-04-08,4.3,-3.1,9.8,0.0,,,,
2019-04-09,5.8,-0.2,13.1,0.0,,,,
2019-04-10,6.6,-0.3,12.4,,,,,
2019-04-11,7.7,-1.2,,,,,,
2019-04-12,,,,,,,,
2019-04-13,,,,,,,,
2019-04-14,2.0,,6.3,,,,,
2019-04-15,,,,,,,,
2019-04-16,,,,,,,,
2019-04-17,-0.7,,6.5,3.0,,,,
