time,Тсред,Тмин,Тмакс,Осадки всего,Направление ветра,Скорость ветра,Порывы ветра,Давление на уровне моря
2021-03-22,-2.7,-3.2,0.7,0.0,226.0,8.2,,1011.2
2021-03-23,-2.8,-6.0,-0.1,0.0,266.0,7.0,,1014.0
2021-03-24,-4.6,-10.6,-0.4,0.1,267.0,15.4,,1012.6
2021-03-25,-3.8,-4.8,-0.5,0.3,237.0,16.1,,1010.4
2021-03-26,-2.2,-10.7,2.6,0.0,234.0,15.0,,1011.5
2021-03-27,-2.1,-6.6,2.2,0.0,203.0,11.2,,1009.3
2021-03-28,-1.1,-2.7,2.2,6.1,216.0,4.3,,1003.2
2021-03-29,-2.9,-4.5,-1.2,10.0,325.0,19.3,,1006.0
2021-03-30,-7.3,-13.2,-2.4,0.0,310.0,14.4,,1025.8
2021-03-31,-5.3,-11.0,-0.1,0.0,237.0,15.1,,1028.1
2021-04-01,-3.7,-10.1,1.0,0.0,205.0,20.0,,1024.9
2021-04-02,0.6,-4.3,2.1,2.0,220.0,22.8,,1018.7
2021-04-03,1.6,-1.1,4.1,0.0,226.0,17.6,,1021.2
2021-04-04,2.2,-3.9,7.2,0.0,168.0,15.1,,1018.4
2021-04-05,3.1,0.8,6.4,0.0,159.0,17.3,,1007.4
2021-04-06,1.6,0.1,4.7,0.0,233.0,23.5,,1012.9
2021-04-07,1.6,-2.7,5.9,0.0,247.0,16.3,,1022.4
2021-04-08,3.6,-6.1,8.3,0.0,162.0,7.7,,1026.4
2021-04-09,3.0,-0.2,4.8,0.0,107.0,19.2,,1027.6
2021-04-10,2.7,-2.6,10.1,0.0,104.0,10.1,,1037.3
2021-04-11,3.7,-6.4,8.8,0.0,201.0,6.5,,1040.8
2021-04-12,3.1,-1.1,8.0,2.0,244.0,13.1,,1032.2
2021-04-13,4.8,-4.2,10.1,0.0,294.0,10.3,,1035.3
2021-04-14,7.7,2.3,14.2,0.0,249.0,14.6,,1028.4
2021-04-15,11.2,0.8,19.1,0.0,239.0,10.3,,1021.5
2021-04-16,6.5,0.4,12.4,0.0,304.0,16.1,,1016.7
2021-04-17,0.7,-5.6,6.2,0.0,286.0,9.9,,1023.9
2021-04-18,2.5,-5.8,8.3,1.7,252.0,21.3,,1010.6
2021-04-19,-6.1,-10.5,-1.9,0.0,347.0,18.5,,1026.6
2021-04-20,-2.9,-9.2,2.4,0.1,289.0,13.8,,1028.3
2021-04-21,0.5,-2.6,2.8,0.0,353.0,18.5,,1025.3
2021-04-22,0.3,-5.8,6.9,0.0,74.0,7.5,,1042.0
2021-04-23,2.8,-4.4,9.2,0.0,167.0,10.7,,1043.7
2021-04-24,4.2,-3.6,11.2,0.0,186.0,8.7,,1035.8
2021-04-25,6.3,0.0,12.4,0.0,149.0,13.1,,1026.6
2021-04-26,7.7,1.8,14.2,1.6,187.0,16.1,,1017.1
2021-04-27,8.0,0.2,14.7,0.0,211.0,13.9,,1014.1
2021-04-28,9.1,6.1,14.1,3.1,255.0,9.9,,1008.4
2021-04-29,9.7,3.9,15.8,0.3,240.0,13.5,,1008.3
2021-04-30,8.2,2.8,13.4,0.3,263.0,16.9,,1011.8
2021-05-01,5.1,0.6,8.9,0.2,295.0,20.4,,1019.5
2021-05-02,10.2,-1.0,18.9,0.0,205.0,20.7,,1022.9
2021-05-03,11.3,6.4,15.1,4.7,249.0,17.0,,1016.2
2021-05-04,9.2,-0.1,16.0,0.0,250.0,13.0,,1021.9
2021-05-05,13.7,8.2,19.7,0.0,189.0,17.4,,1013.0
2021-05-06,15.4,9.4,23.1,0.0,218.0,18.5,,1002.5
2021-05-07,11.1,5.6,15.9,0.0,279.0,17.2,,1013.9
2021-05-08,15.1,7.8,22.4,0.0,269.0,12.9,,1018.1
2021-05-09,12.6,7.2,17.8,0.0,61.0,14.9,,1018.9
2021-05-10,11.8,6.5,17.3,0.0,62.0,15.7,,1023.2
2021-05-11,12.4,4.6,18.8,0.0,15.0,10.7,,1023.6
2021-05-12,13.4,4.3,21.2,0.2,301.0,13.8,,1019.9
2021-05-13,11.1,5.3,16.2,0.0,327.0,10.5,,1020.1
2021-05-14,13.0,6.1,20.0,0.0,323.0,8.8,,1024.1
2021-05-15,19.3,12.4,27.4,0.2,240.0,13.0,,1018.6
2021-05-16,20.0,14.1,27.5,0.0,283.0,14.5,,1013.2
2021-05-17,20.5,9.5,30.0,0.0,262.0,12.0,,1013.3
2021-05-18,18.5,13.3,25.0,3.8,318.0,13.3,,1008.6
2021-05-19,12.9,10.3,16.0,0.0,12.0,17.1,,1015.6
2021-05-20,9.0,4.9,12.4,1.0,350.0,11.1,,1021.5
2021-05-21,13.9,7.0,20.8,9.5,167.0,9.3,,1016.7
2021-05-22,20.4,11.4,28.3,0.0,247.0,12.1,,1017.7
