time,Тсред,Тмин,Тмакс,Осадки всего,Направление ветра,Скорость ветра,Порывы ветра,Давление на уровне моря
2019-03-11,-2.8,-10.5,-0.5,0.0,,,,
2019-03-12,0.0,-0.9,4.3,0.0,,,,
2019-03-13,-1.8,-6.6,2.0,0.0,,,,
2019-03-14,0.2,-1.5,3.6,0.0,,,,
2019-03-15,0.4,-3.3,3.6,0.7,,,,
2019-03-16,-6.1,-6.6,1.6,0.2,,,,
2019-03-17,-8.2,-10.6,-3.8,0.2,,,,
2019-03-18,-6.8,-15.6,-1.4,0.0,,,,
2019-03-19,-6.2,-10.9,-1.2,0.0,,,,
2019-03-20,-5.3,-12.6,0.5,0.0,,,,
2019-03-21,-4.4,-10.9,0.1,0.0,,,,
2019-03-22,-3.2,-8.3,1.9,0.0,,,,
2019-03-23,-1.2,-6.4,3.9,0.0,,,,
2019-03-24,-0.4,-5.5,5.1,0.0,,,,
2019-03-25,-1.0,-4.8,4.2,0.0,,,,
2019-03-26,0.3,-7.6,3.8,0.0,,,,
2019-03-27,0.6,-0.5,4.2,2.5,,,,
2019-03-28,0.4,-6.8,4.7,0.0,,,,
2019-03-29,1.4,-0.4,3.0,0.0,,,,
2019-03-30,1.4,0.6,3.3,3.7,,,,
2019-03-31,0.7,-0.4,2.4,7.6,,,,
2019-04-01,1.9,-2.2,5.6,0.0,,,,
2019-04-02,2.8,-0.2,7.8,0.0,,,,
2019-04-03,2.9,-2.5,6.7,0.0,,,,
2019-04-04,1.5,0.1,5.3,1.5,,,,
2019-04-05,1.4,-0.3,3.7,1.6,,,,
2019-04-06,4.6,-2.4,9.8,0.0,,,,
2019-04-07,0.4,-2.6,8.6,0.0,,,,
2019-04-08,3.6,-3.8,8.6,0.0,,,,
2019-04-09,5.4,-3.0,12.0,0.0,,,,
2019-04-10,3.7,1.1,11.9,0.0,,,,
2019-04-11,5.5,-4.0,12.3,0.0,,,,
2019-04-12,10.4,0.5,16.2,0.0,,,,
2019-04-13,10.7,5.7,19.3,0.0,,,,
2019-04-14,1.9,0.6,16.0,0.0,,,,
2019-04-15,-1.9,-4.0,3.2,0.0,,,,
2019-04-16,2.0,-7.2,6.7,0.0,,,,
2019-04-17,-1.6,-1.1,6.1,1.7,,,,
2019-04-18,-5.3,-11.4,-1.1,0.3,,,,
2019-04-19,0.5,-4.9,6.0,0.0,,,,
2019-04-20,3.4,-5.6,8.2,0.0,,,,
2019-04-21,2.3,0.4,7.2,0.0,,,,
2019-04-22,5.6,-3.5,11.4,0.0,,,,
2019-04-23,6.5,1.4,12.3,0.0,,,,
2019-04-24,9.3,-1.1,16.1,0.0,,,,
2019-04-25,4.8,3.4,14.3,6.8,,,,
2019-04-26,0.2,-1.0,7.5,2.8,,,,
2019-04-27,-0.3,-5.4,3.1,1.9,,,,
2019-04-28,7.2,-2.6,13.0,1.5,,,,
2019-04-29,14.7,8.9,21.9,0.0,,,,
2019-04-30,-0.8,-0.7,21.5,2.7,,,,
2019-05-01,1.4,-5.2,6.2,0.0,,,,
2019-05-02,5.1,-0.9,10.3,0.0,,,,
2019-05-03,9.5,-2.1,15.1,0.0,,,,
2019-05-04,12.8,7.4,19.5,0.0,,,,
2019-05-05,14.3,7.7,22.1,0.0,,,,
2019-05-06,15.7,5.6,23.2,0.0,,,,
2019-05-07,18.6,6.6,26.3,0.0,,,,
2019-05-08,20.5,10.1,29.5,0.0,,,,
2019-05-09,15.9,12.8,28.9,0.0,,,,
2019-05-10,11.3,6.8,20.1,0.0,,,,
2019-05-11,16.1,3.7,23.7,0.0,,,,
